keyword,emotion
zone,Fearful
pushover,Happy
willing,Happy
came,Fearful
deliver,Fearful
willing,Fearful
attribute,Fearful
romantic,Fearful
score,Happy
poles,Happy
pairs,Happy
stats,Happy
review,Happy
grand,Happy
plans,Happy
baking,Happy
couch,Happy
pouting,Happy
couldnt,Sad
pained,Sad
statement,Sad
annoyance,Fearful
reality,Fearful
wouldve,Fearful
talked,Fearful
saw,Happy
separation,Happy
relationship,Sad
hearted,Sad
catch,Sad
explained,Sad
described,Fearful
luck,Sad
chat,Happy
rustie,Happy
dean,Happy
hometown,Happy
moose,Happy
jaw,Happy
pregant,Angry
co,Angry
workers,Angry
pub,Sad
stayed,Sad
fooled,Happy
played,Happy
stunningly,Happy
darling,Happy
shake,Sad
samuel,Sad
aware,Fearful
terrible,Fearful
happen,Fearful
tinge,Sad
feed,Sad
tonight,Excited
watching,Excited
continuing,Happy
challenge,Happy
nutrition,Happy
track,Happy
pregnancy,Happy
exes,Happy
extremley,Happy
eventually,Happy
blow,Happy
lenses,Happy
instantly,Happy
likeaudrey,Happy
hepburn,Happy
tiffanys,Happy
case,Happy
performance,Fearful
flounders,Fearful
ve,Angry
luckily,Angry
managed,Angry
complain,Angry
online,Angry
facebook,Angry
offline,Angry
resentful,Sad
thanked,Happy
dose,Happy
amos,Happy
retrofitting,Happy
cohens,Happy
basic,Happy
arrangement,Happy
piano,Happy
merely,Happy
homage,Happy
restart,Sad
gallery,Sad
unwanted,Angry
boys,Angry
ill,Angry
boy,Angry
flirtiing,Angry
presence,Angry
read,Fearful
pages,Fearful
ve,Fearful
wasted,Fearful
engage,Fearful
argument,Fearful
sometime,Angry
sessions,Sad
lessons,Sad
ice,Sad
victim,Sad
anywhere,Sad
perfection,Sad
perceive,Sad
emo,Angry
poetry,Angry
alise,Happy
jeremy,Happy
daily,Excited
expectations,Excited
job,Excited
demands,Excited
physical,Excited
tiredness,Excited
burdens,Excited
overtake,Excited
financial,Excited
hardships,Excited
strangely,Fearful
induced,Fearful
nightlife,Fearful
speed,Fearful
summer,Fearful
evenings,Fearful
shoot,Fearful
o,Fearful
clock,Fearful
daylight,Fearful
winter,Fearful
provides,Fearful
excited,Sad
leap,Happy
stash,Happy
luckily,Happy
cards,Happy
snapped,Sad
lecture,Angry
once,Angry
cancelled,Angry
spitting,Angry
somebody,Angry
disrespect,Angry
began,Excited
tried,Excited
percieve,Excited
beneath,Excited
pride,Excited
performance,Happy
younger,Excited
drank,Fearful
cup,Fearful
crunk,Happy
focus,Angry
injustice,Angry
anger,Angry
rises,Angry
working,Sad
summer,Sad
feet,Sad
mg,Fearful
seroquel,Fearful
leg,Fearful
syndrome,Fearful
keeps,Fearful
awake,Fearful
switch,Happy
count,Fearful
cried,Fearful
someones,Fearful
expression,Fearful
concern,Fearful
thinking,Fearful
store,Happy
struggled,Sad
blogpost,Sad
lipbalms,Sad
consider,Sad
subje,Sad
reminder,Sad
blessed,Sad
mud,Sad
wrestling,Sad
outrageous,Sad
dare,Sad
average,Sad
imagining,Excited
folks,Happy
inches,Happy
separating,Happy
present,Happy
photos,Happy
vocal,Happy
opinion,Happy
discussed,Fearful
blending,Fearful
together,Fearful
plodded,Happy
recording,Happy
programme,Angry
three,Angry
placce,Angry
passing,Angry
outright,Angry
remarks,Angry
brought,Angry
male,Angry
colleagues,Angry
compliments,Angry
poisoned,Fearful
indulge,Happy
jubilations,Happy
chocolate,Happy
bar,Happy
suck,Sad
twitchy,Sad
organisation,Angry
intentions,Angry
disagree,Angry
heartedly,Angry
demostrators,Angry
slightly,Angry
hearts,Sad
connected,Sad
losses,Sad
shapeshifter,Happy
activism,Happy
construes,Happy
potentially,Happy
stressful,Happy
update,Happy
hubby,Excited
benefit,Sad
accept,Sad
uses,Happy
talent,Happy
glory,Happy
damaging,Happy
effect,Happy
indeed,Happy
daughter,Sad
adjust,Sad
center,Sad
bask,Happy
sleeping,Happy
talking,Angry
ahaha,Angry
sound,Angry
retarded,Angry
telling,Angry
story,Angry
swear,Angry
calmed,Happy
determination,Happy
shots,Happy
difference,Happy
acctually,Angry
wonderfull,Angry
weekend,Angry
img,Angry
src,Angry
israel,Angry
given,Angry
couple,Angry
reasons,Angry
defeat,Angry
securities,Angry
challenged,Angry
easily,Sad
difference,Sad
rule,Sad
casserole,Sad
fantastic,Sad
relating,Sad
meals,Sad
local,Sad
hall,Sad
pitch,Sad
ins,Sad
picnics,Sad
address,Sad
luncheons,Sad
etc,Sad
wishful,Happy
gaining,Happy
responsibility,Happy
planning,Happy
commitment,Happy
belonging,Happy
recognised,Happy
honestly,Angry
zone,Happy
confusion,Sad
white,Sad
motion,Sad
seems,Sad
worth,Happy
wouldn,Happy
shifty,Happy
attributes,Happy
overshadowed,Happy
weakness,Happy
subconsciously,Happy
wired,Happy
hurts,Angry
perspective,Happy
summer,Happy
option,Excited
listen,Excited
measure,Sad
cleaning,Sad
nursing,Happy
contractions,Sad
personally,Angry
levels,Angry
doubt,Sad
young,Sad
jean,Sad
scott,Sad
considering,Sad
actors,Sad
announce,Sad
moving,Sad
aoa,Sad
feature,Sad
opportunity,Sad
anti,Happy
flow,Happy
mat,Happy
anyhow,Happy
circuits,Happy
spine,Happy
serious,Happy
healthcare,Happy
tramples,Happy
anothers,Happy
beliefs,Happy
explain,Happy
encapsulate,Happy
currently,Happy
energised,Happy
socialise,Happy
smiley,Happy
bah,Happy
emo,Happy
rejecting,Sad
socially,Fearful
ladies,Fearful
firefly,Happy
serenity,Happy
given,Happy
mixed,Happy
college,Sad
thrilled,Sad
upcoming,Sad
adventure,Sad
chinese,Sad
china,Sad
knows,Sad
below,Sad
education,Sad
light,Angry
where,Angry
fester,Angry
y,Angry
grow,Angry
dark,Angry
despised,Angry
create,Happy
texture,Happy
mystery,Happy
overall,Happy
thinks,Fearful
finally,Fearful
check,Fearful
detached,Sad
squeeze,Angry
two,Angry
lethargic,Angry
dad,Fearful
riled,Angry
action,Angry
offensive,Angry
unsheathe,Angry
sword,Angry
lord,Angry
woke,Angry
emotionally,Angry
anxious,Angry
immediately,Angry
defenses,Angry
rise,Angry
achieved,Happy
specific,Happy
athletic,Happy
men,Sad
expect,Sad
act,Sad
shots,Sad
definetly,Sad
definition,Happy
later,Fearful
worried,Fearful
twitchy,Happy
trail,Sad
yuuki,Happy
titanium,Fearful
hedgehog,Fearful
alone,Excited
end,Excited
detested,Angry
somewhat,Fearful
trepidatious,Fearful
mad,Fearful
wasn,Angry
idiocy,Angry
supremely,Angry
wound,Angry
fastforwarding,Angry
scenes,Angry
column,Angry
logging,Angry
empowering,Happy
dislike,Sad
utterly,Excited
live,Excited
needed,Excited
each,Excited
other,Excited
despite,Excited
thousands,Excited
miles,Excited
apart,Excited
weaning,Sad
drama,Sad
ia,Excited
owe,Sad
sooooo,Sad
dad,Sad
simply,Sad
learning,Sad
tube,Sad
columbia,Sad
nail,Happy
concoction,Happy
soaked,Happy
bod,Happy
browness,Happy
tremors,Fearful
real,Fearful
resent,Happy
shaming,Happy
alternative,Happy
conversation,Happy
cashier,Happy
deaf,Happy
mention,Sad
faces,Happy
antsy,Angry
fabrics,Happy
project,Happy
hurting,Happy
nasty,Sad
quicker,Happy
deeper,Happy
necklace,Happy
combing,Happy
bourbon,Happy
weaker,Happy
digging,Fearful
postponing,Happy
labor,Happy
number,Angry
toward,Sad
teens,Sad
maury,Sad
logan,Happy
evaporate,Angry
cyberspace,Angry
praying,Angry
wisdom,Angry
instantly,Angry
ahahahaha,Happy
morbidly,Happy
bites,Happy
stpm,Sad
sigh,Sad
hostile,Sad
environment,Sad
blossoms,Sad
vine,Sad
murakami,Happy
captures,Happy
nostalgia,Sad
canaglia,Sad
personalized,Happy
enjoy,Excited
aspects,Excited
hard,Excited
completely,Excited
lick,Happy
lollypop,Happy
hausa,Angry
crazy,Angry
motorcyclist,Angry
bears,Angry
resemblance,Angry
north,Angry
circles,Fearful
tendency,Happy
laziness,Happy
narcissism,Happy
justifying,Happy
grammar,Happy
disclosure,Happy
collaboration,Happy
stole,Sad
gift,Sad
represents,Sad
warner,Angry
brothers,Angry
final,Angry
edit,Angry
film,Angry
arriving,Angry
director,Angry
format,Angry
blu,Angry
ray,Angry
consider,Fearful
posting,Fearful
website,Fearful
frequented,Fearful
professional,Fearful
artists,Fearful
suck,Fearful
feedback,Fearful
press,Sad
window,Sad
silently,Sad
scream,Sad
urbanite,Sad
myriad,Sad
disaster,Sad
york,Sad
agony,Angry
optimist,Happy
worrying,Fearful
publishing,Fearful
stories,Fearful
won,Fearful
afraid,Angry
pool,Angry
doesn,Angry
laps,Angry
political,Sad
defend,Sad
porn,Sad
unravels,Sad
company,Sad
sex,Sad
inevitable,Sad
personnel,Sad
remind,Angry
working,Angry
buzzy,Fearful
breath,Fearful
mildly,Fearful
panicky,Fearful
unprotected,Fearful
mil,Sad
daughter,Happy
sister,Happy
mouthed,Excited
rattled,Excited
special,Excited
shared,Excited
confirmed,Excited
same,Excited
made,Excited
gripped,Fearful
timing,Fearful
several,Angry
breaths,Angry
air,Angry
burn,Angry
lungs,Angry
exhaling,Angry
clouds,Angry
vapor,Angry
bridge,Happy
continuity,Happy
agree,Sad
beauty,Sad
lacy,Happy
g,Happy
string,Happy
returned,Happy
shouldn,Sad
insides,Sad
simply,Angry
apart,Angry
unable,Angry
cookies,Happy
incredibly,Angry
youthful,Angry
employment,Angry
stay,Angry
professional,Angry
lush,Happy
unfulfilled,Angry
paint,Angry
progressive,Happy
babysitter,Happy
olds,Happy
cross,Excited
eyed,Excited
reevaluating,Sad
picked,Sad
moved,Sad
czech,Sad
republic,Sad
sent,Sad
package,Sad
remind,Sad
underground,Happy
toby,Happy
tunji,Happy
bonding,Fearful
wardrode,Fearful
decade,Fearful
relived,Happy
truely,Happy
excercising,Happy
nine,Happy
cafe,Sad
chaotic,Sad
screw,Sad
frame,Sad
besides,Sad
british,Sad
critical,Happy
timid,Fearful
marvelous,Happy
irresistible,Happy
frock,Happy
endure,Happy
discomfort,Happy
transferred,Fearful
operating,Fearful
contribute,Sad
shallow,Sad
bunk,Sad
deeply,Happy
affend,Happy
catholic,Happy
anyways,Happy
complain,Sad
nonsense,Sad
gladly,Sad
miyavi,Excited
face,Excited
fair,Fearful
xia,Fearful
fault,Fearful
eagerly,Happy
andri,Happy
abroad,Happy
leaned,Sad
breath,Sad
large,Sad
government,Sad
program,Sad
horizon,Sad
freedoms,Sad
consistently,Sad
wallets,Sad
pilfered,Sad
fat,Sad
corporate,Sad
bankers,Sad
continues,Sad
vote,Sad
politicians,Sad
steal,Sad
treating,Sad
league,Sad
proper,Sad
inability,Sad
service,Sad
skater,Sad
attitude,Sad
practices,Sad
stressed,Fearful
drinking,Fearful
inevitable,Angry
men,Angry
age,Angry
trivial,Angry
normal,Angry
answered,Fearful
birthday,Angry
fantastic,Angry
eat,Happy
snacking,Happy
lady,Angry
improved,Sad
stickiness,Sad
lingering,Sad
respond,Sad
blurry,Sad
vision,Sad
tomorrow,Angry
recognized,Sad
called,Sad
dave,Angry
atell,Angry
solemn,Happy
render,Happy
thearchitecturality,Happy
utopian,Happy
set,Happy
garage,Happy
strive,Happy
pictures,Angry
soooo,Angry
income,Sad
devoted,Sad
various,Sad
hobbies,Sad
eventually,Sad
realised,Sad
busting,Sad
cheaper,Sad
scoffing,Happy
christians,Happy
kim,Happy
kardashion,Happy
tutorials,Happy
justice,Happy
served,Happy
west,Happy
tear,Happy
element,Happy
adorable,Happy
garments,Happy
survival,Sad
onwards,Sad
tranny,Happy
blake,Happy
trepidation,Sad
statistics,Sad
information,Happy
caring,Fearful
care,Fearful
months,Angry
departure,Sad
adjust,Excited
considered,Happy
woop,Happy
entirely,Happy
surroundings,Happy
myriad,Happy
prepare,Happy
bunch,Happy
safety,Happy
capable,Angry
late,Angry
gratitude,Angry
wading,Angry
waters,Angry
dialog,Angry
important,Angry
individual,Happy
silently,Excited
memory,Excited
loss,Excited
deflated,Sad
secretary,Sad
fran,Sad
landed,Sad
dublin,Sad
whim,Sad
herself,Sad
permanent,Sad
chance,Sad
holyhead,Sad
author,Excited
letter,Excited
entire,Excited
passed,Excited
us,Excited
plant,Angry
section,Angry
lettuce,Angry
open,Angry
pesky,Angry
bunnies,Angry
raiding,Angry
nagging,Angry
concepts,Happy
drags,Happy
scrutiny,Happy
motivating,Angry
lily,Fearful
sighs,Sad
smiled,Fearful
except,Fearful
comments,Fearful
jaw,Fearful
stopped,Happy
frustrated,Fearful
floating,Fearful
air,Fearful
seeing,Fearful
sidewalk,Fearful
pothole,Fearful
beating,Fearful
unearthly,Happy
sought,Happy
puzzles,Happy
skills,Happy
teaches,Happy
instructions,Happy
manipulkated,Angry
son,Angry
lucy,Angry
charlie,Angry
brown,Angry
liz,Happy
earle,Happy
purchase,Happy
extremely,Sad
recall,Excited
coolum,Excited
whilst,Excited
own,Excited
day,Excited
calling,Excited
speaking,Excited
everyday,Excited
outgoing,Happy
smooch,Happy
candle,Happy
gifts,Happy
drawn,Happy
grayish,Happy
vote,Happy
local,Happy
cd,Happy
listened,Happy
relations,Fearful
thereof,Fearful
ward,Fearful
investigators,Fearful
ponder,Fearful
temple,Fearful
plan,Fearful
lords,Fearful
seconds,Happy
reflect,Happy
swimming,Happy
pool,Happy
gallery,Happy
police,Angry
sheriff,Angry
tsa,Angry
heavenly,Happy
play,Sad
larry,Sad
singing,Sad
admitted,Sad
apologize,Sad
ppl,Sad
dragged,Sad
rte,Sad
emoticons,Sad
smile,Sad
embaressed,Sad
believing,Sad
helping,Sad
immense,Sad
joy,Sad
polling,Fearful
yall,Fearful
p,Fearful
horribly,Fearful
problems,Happy
consequently,Happy
obligated,Happy
deserves,Happy
inner,Happy
conflict,Happy
hadn,Happy
walking,Fearful
flew,Sad
distances,Sad
hotels,Sad
naught,Sad
including,Angry
disco,Angry
stairs,Angry
radio,Sad
appearances,Sad
increases,Sad
ll,Sad
someday,Sad
anticipation,Sad
eternal,Sad
repetition,Sad
futile,Sad
plane,Sad
skipped,Sad
uruk,Sad
hai,Sad
entirely,Sad
tolerated,Happy
maine,Sad
darned,Sad
wasted,Sad
partying,Sad
wasting,Sad
unloving,Sad
unkind,Sad
bodies,Sad
evaluate,Sad
solution,Sad
drastic,Sad
proposal,Sad
presents,Happy
banana,Happy
roast,Happy
tea,Happy
reading,Angry
likewise,Angry
attracted,Angry
waiting,Angry
spending,Sad
four,Angry
tangible,Angry
results,Angry
exciting,Angry
philips,Angry
reaura,Angry
terms,Angry
firming,Angry
smoothing,Angry
bloggers,Happy
clique,Happy
twice,Happy
success,Happy
chooses,Happy
triple,Happy
disrespect,Happy
pompous,Happy
notoriety,Happy
progress,Sad
ism,Sad
espouse,Sad
thirty,Fearful
vacation,Happy
relaxation,Happy
came,Angry
discovered,Angry
sister,Angry
borrowed,Angry
car,Angry
gotten,Angry
accident,Angry
front,Angry
bumper,Angry
destroyed,Angry
cheap,Sad
partner,Fearful
asserting,Fearful
humans,Happy
result,Happy
trial,Happy
bids,Sad
price,Sad
neighbour,Happy
muze,Happy
mujhe,Happy
hey,Happy
kay,Happy
zay,Happy
early,Sad
ladybits,Sad
frozen,Sad
swim,Sad
thaw,Sad
impending,Fearful
responsibilities,Fearful
ensue,Fearful
content,Fearful
repressed,Fearful
appearance,Fearful
instigated,Fearful
unfolding,Excited
story,Excited
sun,Sad
filled,Sad
aussie,Sad
followed,Sad
dumplings,Sad
chinatown,Sad
lemonade,Sad
leafy,Sad
beer,Sad
garden,Sad
stepped,Sad
labour,Sad
brunswick,Sad
street,Sad
attending,Sad
backyard,Sad
barbecue,Sad
visiting,Sad
edinburgh,Sad
gardens,Sad
hockey,Happy
pub,Happy
pig,Happy
duke,Happy
parmesan,Happy
truffle,Happy
wings,Happy
prawn,Happy
lollipops,Happy
bank,Excited
account,Excited
morning,Excited
worldly,Angry
mentioned,Angry
retail,Angry
therapy,Angry
kingdom,Angry
hearts,Angry
stock,Angry
character,Angry
born,Angry
watches,Angry
enviously,Angry
laugh,Angry
cry,Angry
luka,Happy
contribution,Happy
innovations,Happy
adjustment,Happy
economic,Happy
financial,Happy
structure,Happy
productivity,Happy
cross,Sad
chakotay,Happy
silently,Happy
approached,Happy
strengths,Happy
rush,Sad
fascinated,Happy
ebb,Happy
stood,Happy
waves,Happy
drives,Happy
fashion,Happy
pretentious,Happy
studying,Happy
chewing,Sad
swallowing,Sad
grieve,Sad
essential,Sad
component,Sad
tinge,Happy
sox,Happy
tampa,Happy
devil,Happy
rays,Happy
pang,Happy
adventure,Happy
actors,Happy
skilled,Happy
presentational,Happy
acting,Happy
research,Happy
backgrounds,Happy
wilder,Happy
fucked,Fearful
loads,Fearful
downers,Fearful
bad,Fearful
mess,Fearful
handle,Fearful
tempted,Sad
carry,Sad
photography,Sad
system,Sad
persuade,Sad
retired,Sad
wedding,Sad
photographer,Sad
winston,Happy
churchill,Happy
quote,Happy
merge,Happy
international,Sad
pass,Sad
group,Angry
youngsters,Angry
dressed,Angry
fads,Angry
talked,Angry
foul,Angry
bus,Angry
pedestrians,Angry
road,Angry
impolite,Angry
passengers,Angry
resources,Happy
outright,Happy
formed,Happy
themes,Happy
wrapped,Happy
driving,Sad
butterflies,Sad
kissed,Sad
expecting,Sad
emotionless,Sad
target,Happy
annoying,Happy
gay,Sad
analogy,Sad
anxiously,Happy
bearing,Happy
ww,Happy
waited,Angry
line,Angry
usual,Angry
delayed,Angry
listened,Angry
occurring,Angry
service,Angry
during,Angry
psychological,Excited
safety,Excited
noah,Excited
providing,Excited
money,Excited
terms,Fearful
alliance,Fearful
constructively,Happy
studies,Happy
universe,Fearful
rant,Sad
plus,Sad
organising,Sad
partially,Sad
resist,Happy
till,Happy
shifts,Happy
walking,Sad
sunshine,Sad
lighter,Sad
excess,Sad
snicker,Sad
stand,Sad
reminded,Sad
rushed,Sad
everywhere,Sad
oxygen,Sad
nurse,Happy
commit,Happy
social,Happy
engagement,Happy
newbie,Happy
scares,Happy
mothers,Fearful
nearly,Fearful
stopped,Fearful
scripture,Sad
abandonment,Sad
begun,Sad
subside,Sad
pinpoint,Happy
assess,Happy
sharp,Sad
carbohydrates,Sad
expand,Sad
waistline,Sad
heck,Sad
fit,Sad
allowed,Happy
targeted,Happy
hi,Happy
tech,Happy
club,Happy
holiday,Happy
splendor,Happy
sally,Happy
hansen,Happy
cha,Happy
ching,Happy
silver,Happy
glitter,Happy
forth,Happy
band,Angry
violently,Angry
musically,Angry
lessen,Sad
financial,Sad
trusted,Happy
mooching,Sad
attachment,Sad
maintain,Sad
mood,Sad
xanax,Happy
mixing,Happy
meds,Happy
instead,Fearful
sleep,Fearful
teddy,Fearful
slate,Sad
leads,Sad
ton,Sad
possibilities,Sad
dreaming,Sad
caption,Happy
lash,Happy
blocked,Happy
earlier,Happy
mulling,Happy
tossing,Happy
tug,Happy
nudge,Happy
vibrate,Happy
morph,Happy
solid,Happy
turbillion,Happy
hong,Happy
kong,Happy
oft,Sad
planting,Sad
weeding,Sad
harvesting,Sad
occupied,Sad
minds,Sad
former,Happy
marlins,Happy
equal,Happy
production,Happy
cops,Sad
wimbledon,Angry
width,Angry
pulled,Sad
blanket,Sad
